0.238829, 0.0142182, 0.236977, 0.0136435
0.389011, 0.0158316, 0.231936, 0.0131608
0.239635, 0.0148753, 0.244173, 0.0142158
0.237441, 0.0143248, 0.240185, 0.0137693
0.235662, 0.0146856, 0.245409, 0.0143265
0.242373, 0.0147021, 0.252297, 0.0145193
0.240349, 0.0142862, 0.247527, 0.0139507
0.251154, 0.0143782, 0.248239, 0.0135865
0.248238, 0.0149184, 0.252859, 0.0143907
0.249723, 0.0144604, 0.258619, 0.0142048
0.244696, 0.0145242, 0.256369, 0.0144521
0.25, 0.0147648, 0.256251, 0.0143261
0.251276, 0.0149788, 0.254983, 0.0143251
0.250994, 0.0147458, 0.259783, 0.0142583
0.250507, 0.0151032, 0.258209, 0.0142148
0.250395, 0.0150948, 0.256169, 0.0141115
0.259028, 0.0150958, 0.260794, 0.0146017
0.249236, 0.0146714, 0.252918, 0.0139554
0.252637, 0.015064, 0.254264, 0.0143294
0.244516, 0.0142033, 0.264072, 0.0144479
0.244588, 0.014547, 0.250592, 0.0141909
0.251681, 0.0147922, 0.252981, 0.0142296
0.244672, 0.0144944, 0.243812, 0.0137274
0.24184, 0.0146527, 0.251881, 0.0144083
0.411908, 0.0161224, 0.250111, 0.0142349
0.239085, 0.014217, 0.243779, 0.0140243
0.238681, 0.0148964, 0.249599, 0.0142822
0.241387, 0.0149418, 0.249151, 0.014212
0.245369, 0.01454, 0.25784, 0.014497
0.250522, 0.0148434, 0.25566, 0.0145733
0.25495, 0.0147499, 0.25584, 0.0139717
0.249985, 0.0142547, 0.258622, 0.013837
0.265324, 0.0156918, 0.263462, 0.0143419
0.278651, 0.0172949, 0.262181, 0.014403
0.258522, 0.0150161, 0.268622, 0.0145973
0.259401, 0.0150651, 0.268498, 0.0144089
0.258277, 0.0147654, 0.283231, 0.0154002
0.26957, 0.0151345, 0.276922, 0.014966
0.266878, 0.0149715, 0.270972, 0.0146064
0.266435, 0.0148171, 0.272313, 0.0145478
0.264944, 0.014964, 0.269832, 0.0146895
0.258765, 0.0150452, 0.267382, 0.0147196
0.267596, 0.015125, 0.269019, 0.0147562
0.263612, 0.0152479, 0.26917, 0.0147942
0.261829, 0.015118, 0.268247, 0.0145559
0.253474, 0.0146157, 0.268218, 0.0144283
0.270142, 0.0173214, 0.263177, 0.014459
0.263222, 0.0150667, 0.264357, 0.0144483
0.243084, 0.0146314, 0.252799, 0.0140822
0.251383, 0.0156881, 0.254283, 0.0144828
0.245719, 0.0153555, 0.255079, 0.0147867
0.237914, 0.0140728, 0.238164, 0.0135474
0.247188, 0.0141632, 0.253407, 0.0138848
0.246052, 0.0142723, 0.254398, 0.0140175
0.245098, 0.0144845, 0.258877, 0.0142492
0.253728, 0.0151856, 0.262261, 0.0145709
0.260417, 0.0149207, 0.269485, 0.014608
0.262987, 0.0156239, 0.268516, 0.0146866
0.331299, 0.0210459, 0.273072, 0.0145384
0.263428, 0.0153547, 0.270143, 0.0147241
0.267542, 0.0152391, 0.272488, 0.014807
0.267337, 0.0147443, 0.272128, 0.0142624
0.260462, 0.0149489, 0.270847, 0.0146244
0.261221, 0.015089, 0.275184, 0.0149333
0.266022, 0.0150673, 0.272491, 0.0148464
0.258317, 0.0153532, 0.270804, 0.0151155
0.254392, 0.0150261, 0.266046, 0.0150207
0.262125, 0.0147716, 0.271428, 0.014618
0.263508, 0.0154368, 0.264539, 0.0147288
0.249015, 0.0146242, 0.26201, 0.0142873
0.261908, 0.0162038, 0.262142, 0.0146228
0.25373, 0.0152648, 0.263768, 0.0151339
0.259967, 0.0154959, 0.261396, 0.0149201
0.270449, 0.014925, 0.251785, 0.0142606
0.472298, 0.01796, 0.246896, 0.0140474
0.241924, 0.014863, 0.243743, 0.014081
